name,type_code,type,place,district,state,latitude,longitude,source_id,village_id
Dhamani,PHC,Primary Health Centre,"Dhamni, MANORA",Washim,MAHARASHTRA,20.387113000085787,77.44949300038442,3930,193228
Sawargad,PHC,Primary Health Centre,"Saikheda Bk, YAVATMAL",Yavatmal,MAHARASHTRA,20.388794000166325,78.07999999965145,3932,194826
Wadhona,PHC,Primary Health Centre,"Sonapur Tukum, NAGBHIR",Chandrapur,MAHARASHTRA,20.400206199636845,79.68036309986395,3934,173881
Shelu Bajar,PHC,Primary Health Centre,"Shendurjana (More), MANGRULPIR",Washim,MAHARASHTRA,20.403846000132905,77.24899299952251,3935,193455
Bembal,PHC,Primary Health Centre,"Nimdhela, WARORA",Chandrapur,MAHARASHTRA,20.408287800150624,79.20281550041686,3936,174146
Amdapur,PHC,Primary Health Centre,"Medsing, CHIKHLI",Buldhana,MAHARASHTRA,20.40841700006159,76.44329300070955,3937,172623
Anwa,PHC,Primary Health Centre,"Karlawadi, BHOKARDAN",Jalna,MAHARASHTRA,20.414786000229046,75.78068699996007,3938,177635
Amthana,PHC,Primary Health Centre,"Amthana, SILLOD",Aurangabad,MAHARASHTRA,20.418338890403987,75.47215555991079,3940,170795
Jalgaon Sapakal,PHC,Primary Health Centre,"Jalgaon (sapakal), BHOKARDAN",Jalna,MAHARASHTRA,20.419129999493602,75.83772200034281,3941,177671
Masal Bk,PHC,Primary Health Centre,"Masal Bk, CHIMUR",Chandrapur,MAHARASHTRA,20.420213199686422,79.38386370012006,3942,173603
Bhakrondi,PHC,Primary Health Centre,"Bhansi, ARMORI",Gadchiroli,MAHARASHTRA,20.424761000003954,80.27349500003241,3943,174762
Kurankhed,PHC,Primary Health Centre,"Waghajali, BARSHITAKLI",Akola,MAHARASHTRA,20.42499000033724,77.14442800001476,3944,169186
Panwadod,PHC,Primary Health Centre,"Wadodpan Kh., SILLOD",Aurangabad,MAHARASHTRA,20.425433330153773,75.73774167056685,3945,170863
Urban Health Training Centre & Hospital Akola,PHC,Primary Health Centre,"Mohana Bk., MEHKAR",Buldhana,MAHARASHTRA,20.4255600002712,76.59597900006936,3946,173006
Deulgaon sakarsha,PHC,Primary Health Centre,"Deulgaon Sakarasha, MEHKAR",Buldhana,MAHARASHTRA,20.42910400046868,76.68268199997732,3947,172970
Paras,PHC,Primary Health Centre,"Medsing, CHIKHLI",Buldhana,MAHARASHTRA,20.431607999228422,76.49503999990036,3949,172623
AKMC NAIGAON,PHC,Primary Health Centre,"Mohana Bk., MEHKAR",Buldhana,MAHARASHTRA,20.434431000497568,76.59405400024704,3950,173006
Delanwadi,PHC,Primary Health Centre,"Nagarwahi, ARMORI",Gadchiroli,MAHARASHTRA,20.435699000033985,80.18517499937539,3951,174766
Burkoni,PHC,Primary Health Centre,"Ladki, HINGANGHAT",Wardha,MAHARASHTRA,20.43666499955464,78.881493000241,3952,192915
Vairagad,PHC,Primary Health Centre,"Mendhebodi Chak, ARMORI",Gadchiroli,MAHARASHTRA,20.437469000389267,80.09642600016961,3953,174792
Renukai Pimpalgaon,PHC,Primary Health Centre,"Selud, BHOKARDAN",Jalna,MAHARASHTRA,20.438594999719697,75.89355500007815,3954,177732
Talodhi,PHC,Primary Health Centre,"Talodhi, NAGBHIR",Chandrapur,MAHARASHTRA,20.440933899588416,79.6656472995281,3955,173879
Khairgaon Deshmukh,PHC,Primary Health Centre,"Bhavanpur, KALAMB",Yavatmal,MAHARASHTRA,20.44660000035395,78.2879799996947,3957,194089
Kalamkhar,PHC,Primary Health Centre,"Fattapur, NER",Yavatmal,MAHARASHTRA,20.45419782004135,77.83337106967383,3959,194338
Palso,PHC,Primary Health Centre,"Kothali Kh., BARSHITAKLI",Akola,MAHARASHTRA,20.454415999699837,77.13383899990706,3960,169142
